KEY_CODE,HYOSYO,CITYNAME,NAME,HTKSYORI,HTKSAKI,GASSAN,T001084001,T001084002,T001084003,T001084004,T001084005,T001084006,T001084007,T001084008,T001084009
11101,1,さいたま市西区,,0,,,38130,26228,24273,8334,12293,1955,3812,8690,15337
111010010,2,さいたま市西区,宮前町,0,,,1357,957,881,311,454,76,142,318,518
111010020,3,さいたま市西区,三橋,0,,,5556,3653,3409,1073,1811,244,571,1420,1790
1.11E+10,4,さいたま市西区,三橋五丁目,0,,,1548,940,868,296,422,72,121,332,548
1.11E+10,4,さいたま市西区,三橋六丁目,0,,,4008,2713,2541,777,1389,172,450,1088,1242
111010030,3,さいたま市西区,大字指扇,0,,,7327,5045,4713,1664,2362,332,687,1623,2641
1.11E+10,4,さいたま市西区,大字指扇,0,,,195,155,140,48,78,15,20,66,68
1.11E+10,4,さいたま市西区,大字指扇,0,,,1843,1319,1230,409,656,89,175,440,679
1.11E+10,4,さいたま市西区,大字指扇,0,,,3296,2136,2015,751,995,121,326,685,1111
1.11E+10,4,さいたま市西区,大字指扇,0,,,1993,1435,1328,456,633,107,166,432,783
111010040,2,さいたま市西区,大字指扇領別所,0,,,1259,805,752,332,316,53,53,150,639
111010050,2,さいたま市西区,大字宝来,0,,,1719,1020,927,315,458,93,123,315,574
111010060,2,さいたま市西区,大字峰岸,0,,,301,185,166,70,45,19,12,43,186
111010070,2,さいたま市西区,大字指扇領辻,0,,,155,120,106,40,54,14,8,28,102
111010080,2,さいたま市西区,大字中釘,0,,,658,501,447,148,208,54,44,141,377
111010090,2,さいたま市西区,大字高木,0,,,1055,789,706,220,373,83,71,243,534
111010100,2,さいたま市西区,大字清河寺,0,,,430,328,293,109,144,35,27,80,262
111010110,2,さいたま市西区,大字内野本郷,0,,,2121,1503,1400,439,744,103,193,529,841
111010120,2,さいたま市西区,大字西新井,0,,,240,179,163,60,86,16,15,39,145
111010130,2,さいたま市西区,大字平方領領家,0,,,112,81,75,19,51,6,32,50,39
111010140,2,さいたま市西区,大字西遊馬,0,,,1889,1220,1112,387,515,108,144,351,760
111010150,2,さいたま市西区,大字土屋,0,,,1474,926,867,308,419,59,139,282,590
111010160,2,さいたま市西区,大字二ツ宮,0,,,833,627,567,211,259,60,73,173,480
111010170,2,さいたま市西区,大字飯田新田,0,,,394,279,245,85,119,34,19,76,236
111010180,2,さいたま市西区,大字塚本,0,,,11,9,6,1,5,3,1,2,9
111010190,2,さいたま市西区,大字植田谷本村新田,0,,,8,6,4,3,-,2,-,1,7
111010200,3,さいたま市西区,湯木町,0,,,74,55,47,15,25,8,10,18,33
1.11E+10,4,さいたま市西区,湯木町一丁目,0,,,37,26,25,7,14,1,6,7,18
1.11E+10,4,さいたま市西区,湯木町二丁目,0,,,37,29,22,8,11,7,4,11,15
111010210,3,さいたま市西区,塚本町,0,,,114,91,78,25,39,13,10,17,76
1.11E+10,4,さいたま市西区,塚本町一丁目,0,,,21,15,13,6,4,2,1,2,15
1.11E+10,4,さいたま市西区,塚本町二丁目,0,,,42,33,29,8,18,4,5,8,29
1.11E+10,4,さいたま市西区,塚本町三丁目,0,,,51,43,36,11,17,7,4,7,32
111010220,3,さいたま市西区,プラザ,0,,,1342,1021,950,390,426,71,74,232,847
1.11E+10,4,さいたま市西区,プラザ,0,,,502,385,362,142,168,23,32,95,295
1.11E+10,4,さいたま市西区,プラザ,0,,,840,636,588,248,258,48,42,137,552
111010230,2,さいたま市西区,大字島根,0,,,451,325,292,101,151,33,26,84,224
111010240,2,さいたま市西区,大字三条町,0,,,193,155,135,51,62,20,16,40,111
111010250,2,さいたま市西区,大字植田谷本,0,,,1167,702,649,254,257,53,45,131,665
111010260,2,さいたま市西区,大字中野林,0,,,814,617,558,213,260,59,55,144,490
111010270,2,さいたま市西区,大字飯田,0,,,408,303,282,96,151,21,44,114,199
111010280,2,さいたま市西区,大字水判土,0,,,595,442,403,130,200,39,49,140,268
111010290,2,さいたま市西区,大字佐知川,0,,,2913,2047,1875,606,954,172,218,685,1196
111010300,2,さいたま市西区,大字昭和,0,,,-,-,-,-,-,-,-,-,-
111010310,3,さいたま市西区,西大宮,0,,,3160,2237,2165,658,1345,72,911,1221,498
1.11E+10,4,さいたま市西区,西大宮一丁目,0,,,948,568,546,198,296,22,176,252,150
1.11E+10,4,さいたま市西区,西大宮二丁目,0,,,417,301,293,87,185,8,146,180,44
1.11E+10,4,さいたま市西区,西大宮三丁目,0,,,1083,764,746,239,455,18,290,414,174
1.11E+10,4,さいたま市西区,西大宮四丁目,0,,,712,604,580,134,409,24,299,375,130
11102,1,さいたま市北区,,0,,,66401,40350,37814,12401,19912,2536,5354,14213,20572
111020010,2,さいたま市北区,大成町,0,,,2647,1690,1619,467,916,71,251,631,752
111020020,3,さいたま市北区,東大成町,0,,,4997,2717,2512,807,1275,205,367,964,1572
1.11E+10,4,さいたま市北区,東大成町一丁目,0,,,2455,1151,1062,367,467,89,176,381,787
1.11E+10,4,さいたま市北区,東大成町二丁目,0,,,2542,1566,1450,440,808,116,191,583,785
111020030,3,さいたま市北区,日進町,0,,,14072,8371,7765,2555,4061,606,977,2733,4633
1.11E+10,4,さいたま市北区,日進町一丁目,0,,,4157,2652,2466,825,1317,186,309,862,1460
1.11E+10,4,さいたま市北区,日進町二丁目,0,,,4783,2725,2480,788,1284,245,304,883,1632
1.11E+10,4,さいたま市北区,日進町三丁目,0,,,2718,1515,1433,509,713,82,163,437,834
1.11E+10,4,さいたま市北区,日進町二丁目,0,,,2414,1479,1386,433,747,93,201,551,707
111020040,2,さいたま市北区,櫛引町,0,,,2070,1400,1287,415,687,113,124,438,791
111020050,3,さいたま市北区,宮原町,0,,,13780,8496,8066,2626,4428,430,1123,3226,3574
1.11E+10,4,さいたま市北区,宮原町一丁目,0,,,4398,3183,3064,1006,1699,119,404,1212,1214
1.11E+10,4,さいたま市北区,宮原町二丁目,0,,,3072,1661,1553,520,824,108,243,556,789
1.11E+10,4,さいたま市北区,宮原町三丁目,0,,,3370,1951,1874,550,1098,77,275,906,658
1.11E+10,4,さいたま市北区,宮原町四丁目,0,,,2940,1701,1575,550,807,126,201,552,913
111020060,3,さいたま市北区,吉野町,0,,,4845,2996,2790,893,1513,206,499,1161,1405
1.11E+10,4,さいたま市北区,吉野町一丁目,0,,,3156,1889,1783,570,971,106,348,760,792
1.11E+10,4,さいたま市北区,吉野町二丁目,0,,,1689,1107,1007,323,542,100,151,401,613
111020070,2,さいたま市北区,別所町,0,,,2393,1693,1567,481,845,126,196,572,895
111020080,2,さいたま市北区,奈良町,0,,,4207,2657,2498,904,1225,159,359,844,1530
111020090,3,さいたま市北区,植竹町,0,,,3094,1768,1646,524,811,122,195,554,1268
1.11E+10,4,さいたま市北区,植竹町一丁目,0,,,2381,1371,1278,403,682,93,166,450,841
1.11E+10,4,さいたま市北区,植竹町二丁目,0,,,713,397,368,121,129,29,29,104,427
111020100,2,さいたま市北区,盆栽町,0,,,1739,1064,994,355,474,70,115,321,633
111020110,3,さいたま市北区,土呂町,0,,,6071,3199,3032,1092,1535,167,537,1176,1377
1.11E+10,4,さいたま市北区,土呂町,0,,,315,108,96,28,53,12,18,46,77
1.11E+10,4,さいたま市北区,土呂町一丁目,0,,,2999,1650,1576,523,836,74,274,612,693
1.11E+10,4,さいたま市北区,土呂町二丁目,0,,,2757,1441,1360,541,646,81,245,518,607
111020130,2,さいたま市北区,今羽町,0,,,1716,1096,1035,353,509,61,123,341,600
111020140,2,さいたま市北区,本郷町,0,,,4770,3203,3003,929,1633,200,488,1252,1542
111020150,3,さいたま市北区,見沼,0,,,-,-,-,-,-,-,-,-,-
1.11E+10,4,さいたま市北区,見沼一丁目,0,,,-,-,-,-,-,-,-,-,-
1.11E+10,4,さいたま市北区,見沼二丁目,0,,,-,-,-,-,-,-,-,-,-
1.11E+10,4,さいたま市北区,見沼三丁目,0,,,-,-,-,-,-,-,-,-,-
11103,1,さいたま市大宮区,,0,,,55087,31818,29749,10525,14862,2069,4505,10601,17482
111030010,3,さいたま市大宮区,大原,0,,,427,274,262,95,118,12,30,86,177
1.11E+10,4,さいたま市大宮区,大原六丁目,0,,,194,131,122,45,60,9,10,45,52
1.11E+10,4,さいたま市大宮区,大原七丁目,0,,,233,143,140,50,58,3,20,41,125
111030020,3,さいたま市大宮区,北袋町,0,,,2835,1834,1752,625,921,82,357,702,877
1.11E+10,4,さいたま市大宮区,北袋町一丁目,0,,,1440,976,937,350,482,39,213,392,436
1.11E+10,4,さいたま市大宮区,北袋町二丁目,0,,,1395,858,815,275,439,43,144,310,441
111030030,3,さいたま市大宮区,吉敷町,0,,,2875,1370,1287,536,620,83,263,495,638
1.11E+10,4,さいたま市大宮区,吉敷町一丁目,0,,,624,374,358,174,159,16,77,138,110
1.11E+10,4,さいたま市大宮区,吉敷町二丁目,0,,,828,396,377,154,188,19,99,172,153
1.11E+10,4,さいたま市大宮区,吉敷町三丁目,0,,,659,325,301,110,152,24,43,99,191
1.11E+10,4,さいたま市大宮区,吉敷町四丁目,0,,,764,275,251,98,121,24,44,86,184
111030040,3,さいたま市大宮区,浅間町,0,,,1286,693,634,229,318,59,86,219,424
1.11E+10,4,さいたま市大宮区,浅間町一丁目,0,,,616,299,271,106,121,28,36,86,202
1.11E+10,4,さいたま市大宮区,浅間町二丁目,0,,,670,394,363,123,197,31,50,133,222
111030050,3,さいたま市大宮区,天沼町,0,,,4125,2593,2400,792,1228,193,395,831,1565
1.11E+10,4,さいたま市大宮区,天沼町一丁目,0,,,1909,1180,1081,359,539,99,149,329,802
1.11E+10,4,さいたま市大宮区,天沼町二丁目,0,,,2216,1413,1319,433,689,94,246,502,763
111030060,3,さいたま市大宮区,堀の内町,0,,,3863,2338,2181,777,1059,157,267,690,1527
1.11E+10,4,さいたま市大宮区,堀の内町一丁目,0,,,2120,1269,1196,461,554,73,150,345,894
1.11E+10,4,さいたま市大宮区,堀の内町二丁目,0,,,809,487,447,137,232,40,67,178,238
1.11E+10,4,さいたま市大宮区,堀の内町三丁目,0,,,934,582,538,179,273,44,50,167,395
111030070,3,さいたま市大宮区,寿能町,0,,,2110,1242,1172,400,538,70,142,388,831
1.11E+10,4,さいたま市大宮区,寿能町一丁目,0,,,708,357,330,131,146,27,27,96,263
1.11E+10,4,さいたま市大宮区,寿能町二丁目,0,,,1402,885,842,269,392,43,115,292,568
111030080,3,さいたま市大宮区,高鼻町,0,,,1797,1104,1033,417,482,71,141,315,730
1.11E+10,4,さいたま市大宮区,高鼻町一丁目,0,,,893,525,489,193,245,36,72,164,339
1.11E+10,4,さいたま市大宮区,高鼻町二丁目,0,,,611,386,360,154,158,26,49,107,265
1.11E+10,4,さいたま市大宮区,高鼻町三丁目,1,,8004,293,193,184,70,79,9,20,44,126
1.11E+10,4,さいたま市大宮区,高鼻町四丁目,2,8003,,X,X,X,X,X,X,X,X,X
111030090,3,さいたま市大宮区,土手町,0,,,2209,1099,1019,409,468,80,138,325,632
1.11E+10,4,さいたま市大宮区,土手町一丁目,0,,,1131,559,529,214,234,30,61,154,301
1.11E+10,4,さいたま市大宮区,土手町二丁目,0,,,371,197,178,71,89,19,34,71,112
1.11E+10,4,さいたま市大宮区,土手町三丁目,0,,,707,343,312,124,145,31,43,100,219
111030100,3,さいたま市大宮区,宮町,0,,,1945,538,489,213,208,49,61,144,369
1.11E+10,4,さいたま市大宮区,宮町一丁目,0,,,112,28,27,15,9,1,2,6,23
1.11E+10,4,さいたま市大宮区,宮町二丁目,0,,,218,84,81,34,35,3,6,19,60
1.11E+10,4,さいたま市大宮区,宮町三丁目,0,,,415,188,168,73,76,20,25,51,116
1.11E+10,4,さいたま市大宮区,宮町四丁目,0,,,704,147,134,53,60,13,20,53,90
1.11E+10,4,さいたま市大宮区,宮町五丁目,0,,,496,91,79,38,28,12,8,15,80
111030110,3,さいたま市大宮区,大門町,0,,,758,406,389,160,183,17,58,133,214
1.11E+10,4,さいたま市大宮区,大門町一丁目,0,,,5,4,3,-,1,1,-,1,4
1.11E+10,4,さいたま市大宮区,大門町二丁目,0,,,18,12,12,4,6,-,1,3,11
1.11E+10,4,さいたま市大宮区,大門町三丁目,0,,,735,390,374,156,176,16,57,129,199
111030120,3,さいたま市大宮区,仲町,0,,,419,135,126,62,42,9,20,32,84
1.11E+10,4,さいたま市大宮区,仲町一丁目,0,,,36,12,11,5,3,1,1,1,10
1.11E+10,4,さいたま市大宮区,仲町二丁目,0,,,55,13,10,4,3,3,1,3,11
1.11E+10,4,さいたま市大宮区,仲町三丁目,0,,,328,110,105,53,36,5,18,28,63
111030130,3,さいたま市大宮区,下町,0,,,1547,1011,989,360,522,22,215,483,313
1.11E+10,4,さいたま市大宮区,下町一丁目,0,,,188,108,103,42,47,5,22,42,51
1.11E+10,4,さいたま市大宮区,下町二丁目,0,,,181,56,55,31,13,1,5,12,37
1.11E+10,4,さいたま市大宮区,下町三丁目,0,,,1178,847,831,287,462,16,188,429,225
111030140,3,さいたま市大宮区,東町,0,,,1556,829,774,320,346,55,100,247,517
1.11E+10,4,さいたま市大宮区,東町一丁目,0,,,727,386,358,130,168,28,36,122,228
1.11E+10,4,さいたま市大宮区,東町二丁目,0,,,829,443,416,190,178,27,64,125,289
111030150,3,さいたま市大宮区,桜木町,0,,,5196,2572,2437,880,1260,135,384,891,1256
1.11E+10,4,さいたま市大宮区,桜木町一丁目,0,,,672,398,390,134,220,8,105,186,120
1.11E+10,4,さいたま市大宮区,桜木町二丁目,0,,,852,285,269,120,114,16,42,87,177
1.11E+10,4,さいたま市大宮区,桜木町三丁目,0,,,713,314,287,104,140,27,31,81,187
1.11E+10,4,さいたま市大宮区,桜木町四丁目,0,,,2959,1575,1491,522,786,84,206,537,772
111030160,2,さいたま市大宮区,錦町,0,,,-,-,-,-,-,-,-,-,-
111030170,3,さいたま市大宮区,大成町,0,,,5547,3137,2936,1046,1471,201,415,1002,1663
1.11E+10,4,さいたま市大宮区,大成町一丁目,0,,,2099,1093,1030,388,510,63,162,352,578
1.11E+10,4,さいたま市大宮区,大成町二丁目,0,,,1381,842,781,263,395,61,123,292,430
1.11E+10,4,さいたま市大宮区,大成町三丁目,0,,,2067,1202,1125,395,566,77,130,358,655
111030180,2,さいたま市大宮区,櫛引町,0,,,2847,1848,1713,554,881,135,226,644,947
111030190,3,さいたま市大宮区,三橋,0,,,9235,6184,5750,1822,3007,434,889,2162,3291
1.11E+10,4,さいたま市大宮区,三橋一丁目,0,,,3717,2617,2451,749,1276,166,382,949,1294
1.11E+10,4,さいたま市大宮区,三橋二丁目,0,,,2581,1672,1561,475,861,111,246,627,838
1.11E+10,4,さいたま市大宮区,三橋三丁目,0,,,767,443,408,135,203,35,55,143,289
1.11E+10,4,さいたま市大宮区,三橋四丁目,0,,,2170,1452,1330,463,667,122,206,443,870
111030200,3,さいたま市大宮区,上小町,0,,,4510,2611,2406,828,1190,205,318,812,1427
1.11E+10,4,さいたま市大宮区,上小町,0,,,1910,1134,1054,340,532,80,146,386,581
1.11E+10,4,さいたま市大宮区,上小町,0,,,2600,1477,1352,488,658,125,172,426,846
11104,1,さいたま市見沼区,,0,,,70469,45864,42731,14713,21328,3133,5492,14724,27442
111040010,3,さいたま市見沼区,大和田町,0,,,7234,4581,4286,1510,2161,295,585,1438,2644
1.11E+10,4,さいたま市見沼区,大和田町一丁目,0,,,3869,2342,2193,812,1070,149,334,710,1394
1.11E+10,4,さいたま市見沼区,大和田町二丁目,0,,,3365,2239,2093,698,1091,146,251,728,1250
111040020,2,さいたま市見沼区,砂町,0,,,-,-,-,-,-,-,-,-,-
111040030,2,さいたま市見沼区,堀崎町,0,,,3516,2399,2261,775,1142,138,298,772,1409
111040041,3,さいたま市見沼区,島町,0,,,351,297,290,63,186,7,52,147,84
1.11E+10,4,さいたま市見沼区,島町一丁目,0,,,184,157,153,37,92,4,21,75,40
1.11E+10,4,さいたま市見沼区,島町二丁目,0,,,167,140,137,26,94,3,31,72,44
111040042,2,さいたま市見沼区,島町,0,,,2002,1447,1325,509,642,122,151,395,930
111040050,3,さいたま市見沼区,東大宮,0,,,12999,6730,6357,2310,2986,373,872,2153,3728
1.11E+10,4,さいたま市見沼区,東大宮一丁目,0,,,1400,814,765,257,380,49,88,257,414
1.11E+10,4,さいたま市見沼区,東大宮二丁目,0,,,1302,745,692,234,325,53,100,232,417
1.11E+10,4,さいたま市見沼区,東大宮三丁目,0,,,1133,748,715,250,273,33,107,223,569
1.11E+10,4,さいたま市見沼区,東大宮四丁目,0,,,2861,1365,1310,513,618,55,167,418,731
1.11E+10,4,さいたま市見沼区,東大宮五丁目,0,,,1921,755,708,289,313,47,107,237,382
1.11E+10,4,さいたま市見沼区,東大宮六丁目,0,,,2047,991,934,339,456,57,147,326,559
1.11E+10,4,さいたま市見沼区,東大宮七丁目,0,,,2335,1312,1233,428,621,79,156,460,656
111040060,3,さいたま市見沼区,片柳,0,,,208,160,138,68,48,22,7,37,130
1.11E+10,4,さいたま市見沼区,片柳一丁目,0,,,156,119,100,46,34,19,5,27,98
1.11E+10,4,さいたま市見沼区,片柳二丁目,0,,,52,41,38,22,14,3,2,10,32
111040070,2,さいたま市見沼区,大字片柳,1,,0230;0240,695,495,439,178,187,56,26,106,426
111040080,2,さいたま市見沼区,片柳東,0,,,6,5,5,2,1,-,1,1,3
111040090,2,さいたま市見沼区,大字山,0,,,190,146,128,54,49,18,10,29,118
111040100,3,さいたま市見沼区,染谷,0,,,406,304,269,104,115,35,16,63,239
1.11E+10,4,さいたま市見沼区,染谷一丁目,0,,,80,67,59,21,26,8,3,13,45
1.11E+10,4,さいたま市見沼区,染谷二丁目,1,,021001;021002,72,43,37,19,12,6,4,8,45
1.11E+10,4,さいたま市見沼区,染谷三丁目,0,,,254,194,173,64,77,21,9,42,149
111040110,2,さいたま市見沼区,大字染谷,0,,,240,172,144,56,63,28,15,41,137
111040120,2,さいたま市見沼区,大字東新井,0,,,1808,1224,1138,463,500,86,79,265,943
111040130,2,さいたま市見沼区,大字笹丸,0,,,110,74,68,28,31,6,1,11,66
111040140,2,さいたま市見沼区,大字御蔵,0,,,2636,1882,1735,615,855,147,152,542,1246
111040150,2,さいたま市見沼区,大字南中野,0,,,2944,2058,1924,618,1023,134,287,760,1072
111040160,2,さいたま市見沼区,大字南中丸,0,,,3833,2733,2550,817,1374,183,430,999,1550
111040170,2,さいたま市見沼区,大字中川,0,,,3200,2235,2076,690,1090,159,265,722,1340
111040180,2,さいたま市見沼区,大字上山口新田,0,,,300,212,187,73,85,25,27,51,183
111040190,2,さいたま市見沼区,大字西山村新田,0,,,24,15,15,3,8,-,3,6,11
111040200,2,さいたま市見沼区,大字新右エ門新田,0,,,41,24,23,8,14,1,2,10,16
111040210,3,さいたま市見沼区,加田屋,0,,,X,X,X,X,X,X,X,X,X
1.11E+10,4,さいたま市見沼区,加田屋一丁目,2,10002,,X,X,X,X,X,X,X,X,X
1.11E+10,4,さいたま市見沼区,加田屋二丁目,2,10002,,X,X,X,X,X,X,X,X,X
111040220,2,さいたま市見沼区,大字加田屋新田,0,,,-,-,-,-,-,-,-,-,-
111040230,2,さいたま市見沼区,大字西山新田,2,70,,X,X,X,X,X,X,X,X,X
111040240,2,さいたま市見沼区,大字見山,2,70,,X,X,X,X,X,X,X,X,X
111040250,2,さいたま市見沼区,大字膝子,0,,,229,181,143,53,59,38,8,45,139
111040260,2,さいたま市見沼区,大字大谷,0,,,4012,2662,2468,836,1144,194,378,871,1815
111040270,2,さいたま市見沼区,大字蓮沼,0,,,4227,2952,2774,864,1516,178,439,1127,1466
111040280,2,さいたま市見沼区,大字風渡野,0,,,1935,1174,1085,415,517,89,105,324,794
111040290,2,さいたま市見沼区,大字東門前,0,,,1825,1130,1048,370,516,82,122,337,694
111040300,3,さいたま市見沼区,東宮下,0,,,279,216,200,83,92,16,11,46,157
1.11E+10,4,さいたま市見沼区,東宮下一丁目,0,,,73,54,52,20,25,2,2,8,41
1.11E+10,4,さいたま市見沼区,東宮下二丁目,0,,,167,128,117,46,55,11,9,32,90
1.11E+10,4,さいたま市見沼区,東宮下三丁目,0,,,39,34,31,17,12,3,-,6,26
111040310,2,さいたま市見沼区,大字東宮下,0,,,1413,927,860,303,368,67,98,311,748
111040320,2,さいたま市見沼区,大字新堤,0,,,1421,908,852,332,333,56,77,187,832
111040330,3,さいたま市見沼区,深作,0,,,1694,1164,1077,279,660,87,159,475,527
1.11E+10,4,さいたま市見沼区,深作一丁目,0,,,593,401,375,97,230,26,60,172,176
1.11E+10,4,さいたま市見沼区,深作二丁目,0,,,392,279,252,65,154,27,32,109,127
1.11E+10,4,さいたま市見沼区,深作三丁目,0,,,631,418,392,108,237,26,57,165,194
1.11E+10,4,さいたま市見沼区,深作四丁目,0,,,-,-,-,-,-,-,-,-,-
1.11E+10,4,さいたま市見沼区,深作五丁目,0,,,78,66,58,9,39,8,10,29,30
111040340,2,さいたま市見沼区,大字深作,0,,,327,228,217,100,93,11,14,47,180
111040350,2,さいたま市見沼区,大字丸ケ崎,0,,,602,438,411,135,225,27,111,196,166
111040360,3,さいたま市見沼区,宮ケ谷塔,0,,,201,147,124,38,60,23,10,33,112
1.11E+10,4,さいたま市見沼区,宮ケ谷塔一丁目,1,,36002,42,32,22,5,12,10,5,7,22
1.11E+10,4,さいたま市見沼区,宮ケ谷塔二丁目,2,36001,,X,X,X,X,X,X,X,X,X
1.11E+10,4,さいたま市見沼区,宮ケ谷塔三丁目,0,,,116,92,80,25,38,12,4,23,68
1.11E+10,4,さいたま市見沼区,宮ケ谷塔四丁目,0,,,43,23,22,8,10,1,1,3,22
111040370,2,さいたま市見沼区,大字宮ケ谷塔,0,,,60,46,39,19,11,7,3,6,37
111040380,2,さいたま市見沼区,大字小深作,0,,,2514,1740,1607,573,739,133,169,447,1203
111040390,2,さいたま市見沼区,丸ケ崎町,0,,,1370,705,660,225,334,45,120,252,387
111040400,3,さいたま市見沼区,卸町,0,,,-,-,-,-,-,-,-,-,-
1.11E+10,4,さいたま市見沼区,卸町一丁目,0,,,-,-,-,-,-,-,-,-,-
1.11E+10,4,さいたま市見沼区,卸町二丁目,0,,,-,-,-,-,-,-,-,-,-
111040411,3,さいたま市見沼区,春野,0,,,2950,2272,2142,710,1083,130,123,711,1234
1.11E+10,4,さいたま市見沼区,春野一丁目,0,,,1499,1119,1051,389,434,68,58,248,700
1.11E+10,4,さいたま市見沼区,春野二丁目,0,,,341,198,183,61,68,15,23,65,184
1.11E+10,4,さいたま市見沼区,春野三丁目,0,,,574,476,454,195,225,22,17,107,275
1.11E+10,4,さいたま市見沼区,春野四丁目,0,,,536,479,454,65,356,25,25,291,75
111040412,2,さいたま市見沼区,春野,0,,,-,-,-,-,-,-,-,-,-
111040420,3,さいたま市見沼区,春岡,0,,,2667,1781,1666,434,1018,115,266,761,676
1.11E+10,4,さいたま市見沼区,春岡一丁目,0,,,573,443,422,108,268,21,72,190,139
1.11E+10,4,さいたま市見沼区,春岡二丁目,0,,,921,599,557,140,341,42,100,265,237
1.11E+10,4,さいたま市見沼区,春岡三丁目,0,,,1173,739,687,186,409,52,94,306,300
11105,1,さいたま市中央区,,0,,,47649,27893,26390,9185,13586,1503,3849,9687,14053
111050030,3,さいたま市中央区,上落合,0,,,9294,5595,5379,1956,2786,216,679,2011,2675
1.11E+10,4,さいたま市中央区,上落合一丁目,0,,,1459,950,924,354,457,26,83,359,433
1.11E+10,4,さいたま市中央区,上落合二丁目,0,,,1655,1162,1129,431,568,33,201,412,491
1.11E+10,4,さいたま市中央区,上落合三丁目,0,,,1133,572,547,208,263,25,53,164,368
1.11E+10,4,さいたま市中央区,上落合四丁目,0,,,389,216,205,62,107,11,19,66,123
1.11E+10,4,さいたま市中央区,上落合五丁目,0,,,1004,478,456,162,243,22,75,172,201
1.11E+10,4,さいたま市中央区,上落合六丁目,0,,,1165,764,735,177,483,29,114,419,248
1.11E+10,4,さいたま市中央区,上落合七丁目,0,,,1067,790,766,286,397,24,48,224,372
1.11E+10,4,さいたま市中央区,上落合八丁目,0,,,764,377,349,151,152,28,57,107,268
1.11E+10,4,さいたま市中央区,上落合九丁目,0,,,658,286,268,125,116,18,29,88,171
111050040,2,さいたま市中央区,大字上落合,0,,,-,-,-,-,-,-,-,-,-
111050050,2,さいたま市中央区,大字下落合,0,,,1811,1098,1060,367,584,38,210,439,368
111050060,3,さいたま市中央区,下落合,0,,,5439,2537,2362,857,1153,175,374,831,1518
1.11E+10,4,さいたま市中央区,下落合二丁目,0,,,968,471,432,149,215,39,75,160,253
1.11E+10,4,さいたま市中央区,下落合三丁目,0,,,1041,522,493,176,229,29,76,165,368
1.11E+10,4,さいたま市中央区,下落合四丁目,0,,,857,383,350,130,179,33,63,136,210
1.11E+10,4,さいたま市中央区,下落合五丁目,0,,,714,353,326,120,157,27,60,118,200
1.11E+10,4,さいたま市中央区,下落合六丁目,0,,,1072,449,423,156,210,26,48,130,258
1.11E+10,4,さいたま市中央区,下落合七丁目,0,,,787,359,338,126,163,21,52,122,229
111050070,3,さいたま市中央区,新中里,0,,,4347,2696,2567,828,1353,129,356,979,1360
1.11E+10,4,さいたま市中央区,新中里一丁目,0,,,900,568,552,152,304,16,81,246,263
1.11E+10,4,さいたま市中央区,新中里二丁目,0,,,601,348,317,100,157,31,31,102,238
1.11E+10,4,さいたま市中央区,新中里三丁目,0,,,670,438,417,148,194,21,57,141,300
1.11E+10,4,さいたま市中央区,新中里四丁目,0,,,1050,747,718,234,391,29,129,277,278
1.11E+10,4,さいたま市中央区,新中里五丁目,0,,,1126,595,563,194,307,32,58,213,281
111050080,3,さいたま市中央区,鈴谷,0,,,5757,3430,3242,1236,1534,188,511,1063,1683
1.11E+10,4,さいたま市中央区,鈴谷一丁目,0,,,85,42,38,14,18,4,3,11,31
1.11E+10,4,さいたま市中央区,鈴谷二丁目,0,,,701,350,339,111,192,11,132,183,79
1.11E+10,4,さいたま市中央区,鈴谷三丁目,0,,,725,355,339,126,155,16,74,134,122
1.11E+10,4,さいたま市中央区,鈴谷四丁目,0,,,1345,840,784,296,369,56,118,248,371
1.11E+10,4,さいたま市中央区,鈴谷五丁目,0,,,499,270,249,97,104,21,22,77,171
1.11E+10,4,さいたま市中央区,鈴谷六丁目,0,,,578,397,372,118,195,25,32,110,229
1.11E+10,4,さいたま市中央区,鈴谷七丁目,0,,,1178,868,832,360,379,36,93,225,484
1.11E+10,4,さいたま市中央区,鈴谷八丁目,0,,,466,263,246,97,100,17,32,65,144
1.11E+10,4,さいたま市中央区,鈴谷九丁目,0,,,180,45,43,17,22,2,5,10,52
111050090,3,さいたま市中央区,大戸,0,,,4528,2609,2469,836,1329,140,412,944,1381
1.11E+10,4,さいたま市中央区,大戸一丁目,0,,,1060,608,582,196,327,26,96,225,313
1.11E+10,4,さいたま市中央区,大戸二丁目,0,,,431,235,222,91,110,13,29,78,153
1.11E+10,4,さいたま市中央区,大戸三丁目,0,,,531,352,341,109,192,11,70,144,125
1.11E+10,4,さいたま市中央区,大戸四丁目,0,,,780,496,464,153,258,32,93,208,232
1.11E+10,4,さいたま市中央区,大戸五丁目,0,,,1052,557,525,181,280,32,77,183,340
1.11E+10,4,さいたま市中央区,大戸六丁目,0,,,674,361,335,106,162,26,47,106,218
111050100,3,さいたま市中央区,八王子,0,,,2234,1611,1499,553,727,112,164,479,949
1.11E+10,4,さいたま市中央区,八王子一丁目,0,,,72,42,39,14,21,3,12,21,11
1.11E+10,4,さいたま市中央区,八王子二丁目,0,,,387,281,259,77,133,22,25,97,147
1.11E+10,4,さいたま市中央区,八王子三丁目,0,,,778,559,521,185,269,38,75,192,291
1.11E+10,4,さいたま市中央区,八王子四丁目,0,,,242,174,159,52,85,15,25,61,84
