KEY_CODE,HYOSYO,CITYNAME,NAME,HTKSYORI,HTKSAKI,GASSAN,T001083001,T001083002,T001083003,T001083004,T001083005,T001083006,T001083007,T001083008
11101,1,さいたま市西区,,0,,,38130,11469,11507,7501,5659,1579,90124,2.3636
111010010,2,さいたま市西区,宮前町,0,,,1357,384,416,265,228,49,3263,2.40457
111010020,3,さいたま市西区,三橋,0,,,5556,1842,1503,1040,890,234,12988,2.33765
1.11E+10,4,さいたま市西区,三橋五丁目,0,,,1548,593,419,259,201,63,3407,2.2009
1.11E+10,4,さいたま市西区,三橋六丁目,0,,,4008,1249,1084,781,689,171,9581,2.39047
111010030,3,さいたま市西区,大字指扇,0,,,7327,2179,2256,1488,1057,273,17208,2.34857
1.11E+10,4,さいたま市西区,大字指扇,0,,,195,36,60,43,42,12,525,2.69231
1.11E+10,4,さいたま市西区,大字指扇,0,,,1843,504,553,387,301,76,4497,2.44004
1.11E+10,4,さいたま市西区,大字指扇,0,,,3296,1110,985,665,414,100,7367,2.23513
1.11E+10,4,さいたま市西区,大字指扇,0,,,1993,529,658,393,300,85,4819,2.41796
111010040,2,さいたま市西区,大字指扇領別所,0,,,1259,440,442,221,131,16,2647,2.10246
111010050,2,さいたま市西区,大字宝来,0,,,1719,677,449,305,211,53,3754,2.18383
111010060,2,さいたま市西区,大字峰岸,0,,,301,114,108,49,21,7,608,2.01993
111010070,2,さいたま市西区,大字指扇領辻,0,,,155,34,51,33,26,7,400,2.58065
111010080,2,さいたま市西区,大字中釘,0,,,658,155,215,140,96,43,1664,2.52888
111010090,2,さいたま市西区,大字高木,0,,,1055,250,310,235,183,61,2712,2.57062
111010100,2,さいたま市西区,大字清河寺,0,,,430,100,146,98,57,24,1066,2.47907
111010110,2,さいたま市西区,大字内野本郷,0,,,2121,603,600,414,374,99,5230,2.46582
111010120,2,さいたま市西区,大字西新井,0,,,240,60,75,48,49,3,595,2.47917
111010130,2,さいたま市西区,大字平方領領家,0,,,112,31,25,20,29,6,293,2.61607
111010140,2,さいたま市西区,大字西遊馬,0,,,1889,650,577,328,234,82,4246,2.24775
111010150,2,さいたま市西区,大字土屋,0,,,1474,530,441,239,213,44,3244,2.20081
111010160,2,さいたま市西区,大字二ツ宮,0,,,833,198,299,173,116,35,2029,2.43577
111010170,2,さいたま市西区,大字飯田新田,0,,,394,114,117,68,60,28,977,2.4797
111010180,2,さいたま市西区,大字塚本,0,,,11,2,1,4,3,1,33,3
111010190,2,さいたま市西区,大字植田谷本村新田,0,,,8,2,5,-,1,-,16,2
111010200,3,さいたま市西区,湯木町,0,,,74,18,22,16,11,5,193,2.60811
1.11E+10,4,さいたま市西区,湯木町一丁目,0,,,37,11,10,8,5,2,91,2.45946
1.11E+10,4,さいたま市西区,湯木町二丁目,0,,,37,7,12,8,6,3,102,2.75676
111010210,3,さいたま市西区,塚本町,0,,,114,22,35,33,16,4,302,2.64912
1.11E+10,4,さいたま市西区,塚本町一丁目,0,,,21,6,8,3,3,-,50,2.38095
1.11E+10,4,さいたま市西区,塚本町二丁目,0,,,42,9,10,15,6,-,110,2.61905
1.11E+10,4,さいたま市西区,塚本町三丁目,0,,,51,7,17,15,7,4,142,2.78431
111010220,3,さいたま市西区,プラザ,0,,,1342,316,509,275,177,55,3205,2.38823
1.11E+10,4,さいたま市西区,プラザ,0,,,502,114,189,93,83,21,1220,2.43028
1.11E+10,4,さいたま市西区,プラザ,0,,,840,202,320,182,94,34,1985,2.3631
111010230,2,さいたま市西区,大字島根,0,,,451,125,140,94,67,18,1089,2.41463
111010240,2,さいたま市西区,大字三条町,0,,,193,36,68,39,33,15,509,2.63731
111010250,2,さいたま市西区,大字植田谷本,0,,,1167,452,384,194,92,36,2406,2.0617
111010260,2,さいたま市西区,大字中野林,0,,,814,190,289,163,118,37,2023,2.48526
111010270,2,さいたま市西区,大字飯田,0,,,408,103,117,92,63,22,1044,2.55882
111010280,2,さいたま市西区,大字水判土,0,,,595,146,194,134,81,32,1469,2.46891
111010290,2,さいたま市西区,大字佐知川,0,,,2913,828,881,547,461,155,7107,2.43975
111010300,2,さいたま市西区,大字昭和,0,,,-,-,-,-,-,-,-,-
111010310,3,さいたま市西区,西大宮,0,,,3160,868,832,746,561,135,7804,2.46962
1.11E+10,4,さいたま市西区,西大宮一丁目,0,,,948,366,256,179,121,22,2035,2.14662
1.11E+10,4,さいたま市西区,西大宮二丁目,0,,,417,107,108,117,64,21,1035,2.48201
1.11E+10,4,さいたま市西区,西大宮三丁目,0,,,1083,297,301,228,200,49,2678,2.47276
1.11E+10,4,さいたま市西区,西大宮四丁目,0,,,712,98,167,222,176,43,2056,2.88764
11102,1,さいたま市北区,,0,,,66401,25429,17193,12002,9229,2066,146078,2.19994
111020010,2,さいたま市北区,大成町,0,,,2647,927,671,518,427,90,6066,2.29165
111020020,3,さいたま市北区,東大成町,0,,,4997,2226,1195,831,595,117,10279,2.05703
1.11E+10,4,さいたま市北区,東大成町一丁目,0,,,2455,1281,573,335,219,38,4555,1.8554
1.11E+10,4,さいたま市北区,東大成町二丁目,0,,,2542,945,622,496,376,79,5724,2.25177
111020030,3,さいたま市北区,日進町,0,,,14072,5583,3563,2448,1892,475,30685,2.18057
1.11E+10,4,さいたま市北区,日進町一丁目,0,,,4157,1479,1103,754,606,177,9491,2.28314
1.11E+10,4,さいたま市北区,日進町二丁目,0,,,4783,2019,1149,793,623,149,10247,2.14238
1.11E+10,4,さいたま市北区,日進町三丁目,0,,,2718,1177,700,455,304,69,5582,2.05372
1.11E+10,4,さいたま市北区,日進町二丁目,0,,,2414,908,611,446,359,80,5365,2.22245
111020040,2,さいたま市北区,櫛引町,0,,,2070,652,568,416,322,87,4913,2.37343
111020050,3,さいたま市北区,宮原町,0,,,13780,5169,3460,2583,2114,385,30646,2.22395
1.11E+10,4,さいたま市北区,宮原町一丁目,0,,,4398,1183,1290,969,804,125,10677,2.42769
1.11E+10,4,さいたま市北区,宮原町二丁目,0,,,3072,1376,704,542,357,78,6321,2.05762
1.11E+10,4,さいたま市北区,宮原町三丁目,0,,,3370,1394,723,584,548,106,7408,2.19822
1.11E+10,4,さいたま市北区,宮原町四丁目,0,,,2940,1216,743,488,405,76,6240,2.12245
111020060,3,さいたま市北区,吉野町,0,,,4845,1792,1223,879,722,175,10985,2.26729
1.11E+10,4,さいたま市北区,吉野町一丁目,0,,,3156,1231,781,533,476,110,7008,2.22053
1.11E+10,4,さいたま市北区,吉野町二丁目,0,,,1689,561,442,346,246,65,3977,2.35465
111020070,2,さいたま市北区,別所町,0,,,2393,676,681,503,391,117,5855,2.44672
111020080,2,さいたま市北区,奈良町,0,,,4207,1500,1228,763,563,119,9302,2.21108
111020090,3,さいたま市北区,植竹町,0,,,3094,1303,792,523,356,91,6517,2.10633
1.11E+10,4,さいたま市北区,植竹町一丁目,0,,,2381,989,576,417,299,73,5122,2.1512
1.11E+10,4,さいたま市北区,植竹町二丁目,0,,,713,314,216,106,57,18,1395,1.95652
111020100,2,さいたま市北区,盆栽町,0,,,1739,658,505,323,203,40,3712,2.13456
111020110,3,さいたま市北区,土呂町,0,,,6071,2802,1510,932,663,138,12124,1.99704
1.11E+10,4,さいたま市北区,土呂町,0,,,315,207,39,39,23,5,532,1.68889
1.11E+10,4,さいたま市北区,土呂町一丁目,0,,,2999,1315,740,498,365,73,6164,2.05535
1.11E+10,4,さいたま市北区,土呂町二丁目,0,,,2757,1280,731,395,275,60,5428,1.96881
111020130,2,さいたま市北区,今羽町,0,,,1716,606,493,334,222,52,3798,2.21329
111020140,2,さいたま市北区,本郷町,0,,,4770,1535,1304,949,759,180,11196,2.34717
111020150,3,さいたま市北区,見沼,0,,,-,-,-,-,-,-,-,-
1.11E+10,4,さいたま市北区,見沼一丁目,0,,,-,-,-,-,-,-,-,-
1.11E+10,4,さいたま市北区,見沼二丁目,0,,,-,-,-,-,-,-,-,-
1.11E+10,4,さいたま市北区,見沼三丁目,0,,,-,-,-,-,-,-,-,-
11103,1,さいたま市大宮区,,0,,,55087,22484,14683,9258,6834,1502,116535,2.11547
111030010,3,さいたま市大宮区,大原,0,,,427,151,131,82,55,8,919,2.15222
1.11E+10,4,さいたま市大宮区,大原六丁目,0,,,194,63,56,40,29,6,441,2.2732
1.11E+10,4,さいたま市大宮区,大原七丁目,0,,,233,88,75,42,26,2,478,2.0515
111030020,3,さいたま市大宮区,北袋町,0,,,2835,973,806,566,399,75,6352,2.24056
1.11E+10,4,さいたま市大宮区,北袋町一丁目,0,,,1440,455,435,297,206,39,3283,2.27986
1.11E+10,4,さいたま市大宮区,北袋町二丁目,0,,,1395,518,371,269,193,36,3069,2.2
111030030,3,さいたま市大宮区,吉敷町,0,,,2875,1466,679,408,276,34,5399,1.87791
1.11E+10,4,さいたま市大宮区,吉敷町一丁目,0,,,624,243,197,117,58,7,1270,2.03526
1.11E+10,4,さいたま市大宮区,吉敷町二丁目,0,,,828,421,193,120,77,13,1566,1.8913
1.11E+10,4,さいたま市大宮区,吉敷町三丁目,0,,,659,324,153,94,75,9,1281,1.94385
1.11E+10,4,さいたま市大宮区,吉敷町四丁目,0,,,764,478,136,77,66,5,1282,1.67801
111030040,3,さいたま市大宮区,浅間町,0,,,1286,578,318,192,153,38,2637,2.05054
1.11E+10,4,さいたま市大宮区,浅間町一丁目,0,,,616,311,157,69,66,12,1162,1.88636
1.11E+10,4,さいたま市大宮区,浅間町二丁目,0,,,670,267,161,123,87,26,1475,2.20149
111030050,3,さいたま市大宮区,天沼町,0,,,4125,1469,1157,767,574,132,9205,2.23152
1.11E+10,4,さいたま市大宮区,天沼町一丁目,0,,,1909,696,537,348,255,58,4215,2.20796
1.11E+10,4,さいたま市大宮区,天沼町二丁目,0,,,2216,773,620,419,319,74,4990,2.25181
111030060,3,さいたま市大宮区,堀の内町,0,,,3863,1462,1100,667,499,113,8363,2.1649
1.11E+10,4,さいたま市大宮区,堀の内町一丁目,0,,,2120,818,631,368,245,48,4466,2.1066
1.11E+10,4,さいたま市大宮区,堀の内町二丁目,0,,,809,305,212,127,126,33,1818,2.24722
1.11E+10,4,さいたま市大宮区,堀の内町三丁目,0,,,934,339,257,172,128,32,2079,2.22591
111030070,3,さいたま市大宮区,寿能町,0,,,2110,851,613,376,221,42,4343,2.05829
1.11E+10,4,さいたま市大宮区,寿能町一丁目,0,,,708,345,188,99,65,10,1334,1.88418
1.11E+10,4,さいたま市大宮区,寿能町二丁目,0,,,1402,506,425,277,156,32,3009,2.14622
111030080,3,さいたま市大宮区,高鼻町,0,,,1797,665,551,305,209,49,3876,2.15693
1.11E+10,4,さいたま市大宮区,高鼻町一丁目,0,,,893,354,245,158,102,24,1907,2.1355
1.11E+10,4,さいたま市大宮区,高鼻町二丁目,0,,,611,212,208,92,72,19,1339,2.19149
1.11E+10,4,さいたま市大宮区,高鼻町三丁目,1,,8004,293,99,98,55,35,6,630,2.15017
1.11E+10,4,さいたま市大宮区,高鼻町四丁目,2,8003,,X,X,X,X,X,X,X,X
111030090,3,さいたま市大宮区,土手町,0,,,2209,1067,558,314,215,44,4274,1.93481
1.11E+10,4,さいたま市大宮区,土手町一丁目,0,,,1131,551,297,156,103,21,2150,1.90097
1.11E+10,4,さいたま市大宮区,土手町二丁目,0,,,371,164,95,56,43,11,761,2.05121
1.11E+10,4,さいたま市大宮区,土手町三丁目,0,,,707,352,166,102,69,12,1363,1.92786
111030100,3,さいたま市大宮区,宮町,0,,,1945,1373,317,153,78,21,2901,1.49152
1.11E+10,4,さいたま市大宮区,宮町一丁目,0,,,112,82,19,8,3,-,156,1.39286
1.11E+10,4,さいたま市大宮区,宮町二丁目,0,,,218,130,49,22,14,3,365,1.67431
1.11E+10,4,さいたま市大宮区,宮町三丁目,0,,,415,221,98,57,30,8,754,1.81687
1.11E+10,4,さいたま市大宮区,宮町四丁目,0,,,704,543,88,38,26,8,983,1.39631
1.11E+10,4,さいたま市大宮区,宮町五丁目,0,,,496,397,63,28,5,2,643,1.29637
111030110,3,さいたま市大宮区,大門町,0,,,758,346,204,118,76,10,1486,1.96042
1.11E+10,4,さいたま市大宮区,大門町一丁目,0,,,5,1,1,2,-,1,14,2.8
1.11E+10,4,さいたま市大宮区,大門町二丁目,0,,,18,6,5,5,2,-,39,2.16667
1.11E+10,4,さいたま市大宮区,大門町三丁目,0,,,735,339,198,111,74,9,1433,1.94966
111030120,3,さいたま市大宮区,仲町,0,,,419,276,88,38,16,1,635,1.51551
1.11E+10,4,さいたま市大宮区,仲町一丁目,0,,,36,24,9,3,-,-,51,1.41667
1.11E+10,4,さいたま市大宮区,仲町二丁目,0,,,55,42,6,5,2,-,77,1.4
1.11E+10,4,さいたま市大宮区,仲町三丁目,0,,,328,210,73,30,14,1,507,1.54573
111030130,3,さいたま市大宮区,下町,0,,,1547,515,448,312,238,29,3477,2.24758
1.11E+10,4,さいたま市大宮区,下町一丁目,0,,,188,75,58,32,20,2,384,2.04255
1.11E+10,4,さいたま市大宮区,下町二丁目,0,,,181,124,37,14,6,-,264,1.45856
1.11E+10,4,さいたま市大宮区,下町三丁目,0,,,1178,316,353,266,212,27,2829,2.40153
111030140,3,さいたま市大宮区,東町,0,,,1556,695,443,223,140,45,3095,1.98907
1.11E+10,4,さいたま市大宮区,東町一丁目,0,,,727,327,192,105,73,26,1472,2.02476
1.11E+10,4,さいたま市大宮区,東町二丁目,0,,,829,368,251,118,67,19,1623,1.95778
111030150,3,さいたま市大宮区,桜木町,0,,,5196,2560,1182,763,553,121,10141,1.95169
1.11E+10,4,さいたま市大宮区,桜木町一丁目,0,,,672,267,173,132,80,19,1430,2.12798
1.11E+10,4,さいたま市大宮区,桜木町二丁目,0,,,852,550,164,87,42,7,1354,1.5892
1.11E+10,4,さいたま市大宮区,桜木町三丁目,0,,,713,388,148,88,71,14,1329,1.86396
1.11E+10,4,さいたま市大宮区,桜木町四丁目,0,,,2959,1355,697,456,360,81,6028,2.03717
111030160,2,さいたま市大宮区,錦町,0,,,-,-,-,-,-,-,-,-
111030170,3,さいたま市大宮区,大成町,0,,,5547,2325,1462,898,672,161,11619,2.09465
1.11E+10,4,さいたま市大宮区,大成町一丁目,0,,,2099,966,532,270,261,62,4242,2.02096
1.11E+10,4,さいたま市大宮区,大成町二丁目,0,,,1381,515,387,260,165,44,3011,2.1803
1.11E+10,4,さいたま市大宮区,大成町三丁目,0,,,2067,844,543,368,246,55,4366,2.11224
111030180,2,さいたま市大宮区,櫛引町,0,,,2847,966,793,546,416,99,6522,2.29083
111030190,3,さいたま市大宮区,三橋,0,,,9235,2915,2631,1775,1482,354,21701,2.34986
1.11E+10,4,さいたま市大宮区,三橋一丁目,0,,,3717,1040,1104,735,656,151,9025,2.42803
1.11E+10,4,さいたま市大宮区,三橋二丁目,0,,,2581,876,675,497,421,92,5994,2.32236
1.11E+10,4,さいたま市大宮区,三橋三丁目,0,,,767,306,204,135,95,20,1644,2.14342
1.11E+10,4,さいたま市大宮区,三橋四丁目,0,,,2170,693,648,408,310,91,5038,2.32166
111030200,3,さいたま市大宮区,上小町,0,,,4510,1831,1202,755,562,126,9590,2.12639
1.11E+10,4,さいたま市大宮区,上小町,0,,,1910,742,515,312,277,49,4154,2.17487
1.11E+10,4,さいたま市大宮区,上小町,0,,,2600,1089,687,443,285,77,5436,2.09077
11104,1,さいたま市見沼区,,0,,,70469,23790,20443,13027,9911,2582,160821,2.28215
111040010,3,さいたま市見沼区,大和田町,0,,,7234,2571,2093,1326,967,220,16057,2.21966
1.11E+10,4,さいたま市見沼区,大和田町一丁目,0,,,3869,1478,1123,657,479,101,8306,2.14681
1.11E+10,4,さいたま市見沼区,大和田町二丁目,0,,,3365,1093,970,669,488,119,7751,2.30342
111040020,2,さいたま市見沼区,砂町,0,,,-,-,-,-,-,-,-,-
111040030,2,さいたま市見沼区,堀崎町,0,,,3516,1074,1074,666,530,138,8242,2.34414
111040041,3,さいたま市見沼区,島町,0,,,351,52,87,98,93,20,998,2.8433
1.11E+10,4,さいたま市見沼区,島町一丁目,0,,,184,26,50,52,45,11,517,2.80978
1.11E+10,4,さいたま市見沼区,島町二丁目,0,,,167,26,37,46,48,9,481,2.88024
111040042,2,さいたま市見沼区,島町,0,,,2002,539,660,412,292,79,4787,2.39111
111040050,3,さいたま市見沼区,東大宮,0,,,12999,6103,3258,1943,1332,289,25685,1.97592
1.11E+10,4,さいたま市見沼区,東大宮一丁目,0,,,1400,570,368,243,177,34,2963,2.11643
1.11E+10,4,さいたま市見沼区,東大宮二丁目,0,,,1302,536,366,198,159,34,2725,2.09293
1.11E+10,4,さいたま市見沼区,東大宮三丁目,0,,,1133,380,385,207,107,39,2486,2.19417
1.11E+10,4,さいたま市見沼区,東大宮四丁目,0,,,2861,1450,690,398,259,54,5392,1.88466
1.11E+10,4,さいたま市見沼区,東大宮五丁目,0,,,1921,1141,400,210,135,25,3299,1.71733
1.11E+10,4,さいたま市見沼区,東大宮六丁目,0,,,2047,1038,458,290,210,43,3929,1.91939
1.11E+10,4,さいたま市見沼区,東大宮七丁目,0,,,2335,988,591,397,285,60,4891,2.09465
111040060,3,さいたま市見沼区,片柳,0,,,208,45,87,35,30,8,502,2.41346
1.11E+10,4,さいたま市見沼区,片柳一丁目,0,,,156,35,63,26,23,6,379,2.42949
1.11E+10,4,さいたま市見沼区,片柳二丁目,0,,,52,10,24,9,7,2,123,2.36538
111040070,2,さいたま市見沼区,大字片柳,1,,0230;0240,695,190,243,127,91,26,1663,2.39281
111040080,2,さいたま市見沼区,片柳東,0,,,6,1,3,1,-,-,16,2.66667
111040090,2,さいたま市見沼区,大字山,0,,,190,43,73,32,28,11,470,2.47368
111040100,3,さいたま市見沼区,染谷,0,,,406,95,148,80,54,23,1000,2.46305
1.11E+10,4,さいたま市見沼区,染谷一丁目,0,,,80,12,29,20,13,4,216,2.7
1.11E+10,4,さいたま市見沼区,染谷二丁目,1,,021001;021002,72,27,26,10,6,3,148,2.05556
1.11E+10,4,さいたま市見沼区,染谷三丁目,0,,,254,56,93,50,35,16,636,2.50394
111040110,2,さいたま市見沼区,大字染谷,0,,,240,68,76,29,44,12,614,2.55833
111040120,2,さいたま市見沼区,大字東新井,0,,,1808,570,626,344,215,45,3988,2.20575
111040130,2,さいたま市見沼区,大字笹丸,0,,,110,35,39,21,12,2,240,2.18182
111040140,2,さいたま市見沼区,大字御蔵,0,,,2636,733,835,504,402,131,6376,2.41882
111040150,2,さいたま市見沼区,大字南中野,0,,,2944,851,842,603,476,135,7158,2.43139
111040160,2,さいたま市見沼区,大字南中丸,0,,,3833,1052,1140,749,690,159,9402,2.45291
111040170,2,さいたま市見沼区,大字中川,0,,,3200,920,939,640,516,138,7762,2.42563
111040180,2,さいたま市見沼区,大字上山口新田,0,,,300,78,99,65,45,11,718,2.39333
111040190,2,さいたま市見沼区,大字西山村新田,0,,,24,9,7,6,1,1,50,2.08333
111040200,2,さいたま市見沼区,大字新右エ門新田,0,,,41,17,8,8,6,1,92,2.2439
111040210,3,さいたま市見沼区,加田屋,0,,,X,X,X,X,X,X,X,X
1.11E+10,4,さいたま市見沼区,加田屋一丁目,2,10002,,X,X,X,X,X,X,X,X
1.11E+10,4,さいたま市見沼区,加田屋二丁目,2,10002,,X,X,X,X,X,X,X,X
111040220,2,さいたま市見沼区,大字加田屋新田,0,,,-,-,-,-,-,-,-,-
111040230,2,さいたま市見沼区,大字西山新田,2,70,,X,X,X,X,X,X,X,X
111040240,2,さいたま市見沼区,大字見山,2,70,,X,X,X,X,X,X,X,X
111040250,2,さいたま市見沼区,大字膝子,0,,,229,44,78,44,34,17,630,2.75109
111040260,2,さいたま市見沼区,大字大谷,0,,,4012,1307,1229,770,491,155,9200,2.29312
111040270,2,さいたま市見沼区,大字蓮沼,0,,,4227,1216,1210,874,709,176,10237,2.42181
111040280,2,さいたま市見沼区,大字風渡野,0,,,1935,738,557,324,235,64,4191,2.16589
111040290,2,さいたま市見沼区,大字東門前,0,,,1825,670,517,325,242,60,4015,2.2
111040300,3,さいたま市見沼区,東宮下,0,,,279,61,102,55,51,6,688,2.46595
1.11E+10,4,さいたま市見沼区,東宮下一丁目,0,,,73,19,26,17,10,1,167,2.28767
1.11E+10,4,さいたま市見沼区,東宮下二丁目,0,,,167,37,56,33,32,5,425,2.54491
1.11E+10,4,さいたま市見沼区,東宮下三丁目,0,,,39,5,20,5,9,-,96,2.46154
111040310,2,さいたま市見沼区,大字東宮下,0,,,1413,473,447,242,178,53,3201,2.26539
111040320,2,さいたま市見沼区,大字新堤,0,,,1421,503,505,226,146,32,2996,2.10837
111040330,3,さいたま市見沼区,深作,0,,,1694,497,397,356,317,103,4292,2.53365
1.11E+10,4,さいたま市見沼区,深作一丁目,0,,,593,184,129,127,106,38,1493,2.51771
1.11E+10,4,さいたま市見沼区,深作二丁目,0,,,392,104,101,73,85,23,1017,2.59439
1.11E+10,4,さいたま市見沼区,深作三丁目,0,,,631,199,148,137,105,36,1545,2.44849
1.11E+10,4,さいたま市見沼区,深作四丁目,0,,,-,-,-,-,-,-,-,-
1.11E+10,4,さいたま市見沼区,深作五丁目,0,,,78,10,19,19,21,6,237,3.03846
111040340,2,さいたま市見沼区,大字深作,0,,,327,99,115,66,39,7,724,2.21407
111040350,2,さいたま市見沼区,大字丸ケ崎,0,,,602,155,174,124,112,25,1524,2.53156
111040360,3,さいたま市見沼区,宮ケ谷塔,0,,,201,54,59,43,34,8,499,2.48259
1.11E+10,4,さいたま市見沼区,宮ケ谷塔一丁目,1,,36002,42,10,8,12,7,3,120,2.85714
1.11E+10,4,さいたま市見沼区,宮ケ谷塔二丁目,2,36001,,X,X,X,X,X,X,X,X
1.11E+10,4,さいたま市見沼区,宮ケ谷塔三丁目,0,,,116,24,38,26,23,4,297,2.56034
1.11E+10,4,さいたま市見沼区,宮ケ谷塔四丁目,0,,,43,20,13,5,4,1,82,1.90698
111040370,2,さいたま市見沼区,大字宮ケ谷塔,0,,,60,13,29,11,5,-,140,2.33333
111040380,2,さいたま市見沼区,大字小深作,0,,,2514,757,809,519,319,90,5783,2.30032
111040390,2,さいたま市見沼区,丸ケ崎町,0,,,1370,646,316,213,145,39,2762,2.01606
111040400,3,さいたま市見沼区,卸町,0,,,-,-,-,-,-,-,-,-
1.11E+10,4,さいたま市見沼区,卸町一丁目,0,,,-,-,-,-,-,-,-,-
1.11E+10,4,さいたま市見沼区,卸町二丁目,0,,,-,-,-,-,-,-,-,-
111040411,3,さいたま市見沼区,春野,0,,,2950,660,954,654,509,133,7479,2.53525
1.11E+10,4,さいたま市見沼区,春野一丁目,0,,,1499,369,546,339,183,47,3537,2.35957
1.11E+10,4,さいたま市見沼区,春野二丁目,0,,,341,140,109,51,27,8,699,2.04985
1.11E+10,4,さいたま市見沼区,春野三丁目,0,,,574,95,218,151,84,22,1454,2.5331
1.11E+10,4,さいたま市見沼区,春野四丁目,0,,,536,56,81,113,215,56,1789,3.33769
111040412,2,さいたま市見沼区,春野,0,,,-,-,-,-,-,-,-,-
111040420,3,さいたま市見沼区,春岡,0,,,2667,851,608,492,521,165,6640,2.48969
1.11E+10,4,さいたま市見沼区,春岡一丁目,0,,,573,122,144,134,124,44,1558,2.71902
1.11E+10,4,さいたま市見沼区,春岡二丁目,0,,,921,309,206,156,192,52,2257,2.4506
1.11E+10,4,さいたま市見沼区,春岡三丁目,0,,,1173,420,258,202,205,69,2825,2.40835
11105,1,さいたま市中央区,,0,,,47649,19180,12575,8119,6233,1305,101655,2.13341
111050030,3,さいたま市中央区,上落合,0,,,9294,3621,2511,1662,1230,231,19950,2.14655
1.11E+10,4,さいたま市中央区,上落合一丁目,0,,,1459,493,452,270,205,35,3227,2.21179
1.11E+10,4,さいたま市中央区,上落合二丁目,0,,,1655,484,547,357,230,31,3764,2.27432
1.11E+10,4,さいたま市中央区,上落合三丁目,0,,,1133,550,282,162,118,16,2183,1.92674
1.11E+10,4,さいたま市中央区,上落合四丁目,0,,,389,171,88,73,42,15,809,2.07969
1.11E+10,4,さいたま市中央区,上落合五丁目,0,,,1004,517,205,163,91,25,1925,1.91733
1.11E+10,4,さいたま市中央区,上落合六丁目,0,,,1165,392,233,228,256,51,2852,2.44807
1.11E+10,4,さいたま市中央区,上落合七丁目,0,,,1067,272,347,253,162,31,2541,2.38144
1.11E+10,4,さいたま市中央区,上落合八丁目,0,,,764,377,201,88,70,19,1474,1.92932
1.11E+10,4,さいたま市中央区,上落合九丁目,0,,,658,365,156,68,56,8,1175,1.78571
111050040,2,さいたま市中央区,大字上落合,0,,,-,-,-,-,-,-,-,-
111050050,2,さいたま市中央区,大字下落合,0,,,1811,698,478,324,273,36,3910,2.15903
111050060,3,さいたま市中央区,下落合,0,,,5439,2829,1241,751,486,113,10194,1.87424
1.11E+10,4,さいたま市中央区,下落合二丁目,0,,,968,486,219,142,99,21,1857,1.91839
1.11E+10,4,さいたま市中央区,下落合三丁目,0,,,1041,508,265,157,79,27,1990,1.91162
1.11E+10,4,さいたま市中央区,下落合四丁目,0,,,857,461,182,100,91,23,1604,1.87165
1.11E+10,4,さいたま市中央区,下落合五丁目,0,,,714,351,176,103,69,10,1369,1.91737
1.11E+10,4,さいたま市中央区,下落合六丁目,0,,,1072,601,228,141,87,13,1907,1.77892
1.11E+10,4,さいたま市中央区,下落合七丁目,0,,,787,422,171,108,61,19,1467,1.86404
111050070,3,さいたま市中央区,新中里,0,,,4347,1601,1159,796,626,144,9666,2.2236
1.11E+10,4,さいたま市中央区,新中里一丁目,0,,,900,329,223,178,131,36,2033,2.25889
1.11E+10,4,さいたま市中央区,新中里二丁目,0,,,601,250,153,107,72,16,1263,2.1015
1.11E+10,4,さいたま市中央区,新中里三丁目,0,,,670,221,211,123,88,23,1506,2.24776
1.11E+10,4,さいたま市中央区,新中里四丁目,0,,,1050,287,316,231,174,37,2524,2.40381
1.11E+10,4,さいたま市中央区,新中里五丁目,0,,,1126,514,256,157,161,32,2340,2.07815
111050080,3,さいたま市中央区,鈴谷,0,,,5757,2245,1695,964,698,135,12119,2.10509
1.11E+10,4,さいたま市中央区,鈴谷一丁目,0,,,85,41,20,14,7,3,166,1.95294
1.11E+10,4,さいたま市中央区,鈴谷二丁目,0,,,701,342,148,112,86,11,1385,1.97575
1.11E+10,4,さいたま市中央区,鈴谷三丁目,0,,,725,352,191,108,58,13,1376,1.89793
1.11E+10,4,さいたま市中央区,鈴谷四丁目,0,,,1345,482,421,228,176,30,2912,2.16506
1.11E+10,4,さいたま市中央区,鈴谷五丁目,0,,,499,220,138,74,52,11,1005,2.01403
1.11E+10,4,さいたま市中央区,鈴谷六丁目,0,,,578,173,173,129,86,17,1335,2.30969
1.11E+10,4,さいたま市中央区,鈴谷七丁目,0,,,1178,301,438,225,174,39,2749,2.33362
1.11E+10,4,さいたま市中央区,鈴谷八丁目,0,,,466,199,144,59,52,10,934,2.00429
1.11E+10,4,さいたま市中央区,鈴谷九丁目,0,,,180,135,22,15,7,1,257,1.42778
111050090,3,さいたま市中央区,大戸,0,,,4528,1860,1121,729,661,139,9741,2.15128
1.11E+10,4,さいたま市中央区,大戸一丁目,0,,,1060,435,259,176,159,27,2276,2.14717
1.11E+10,4,さいたま市中央区,大戸二丁目,0,,,431,191,111,53,65,9,890,2.06497
1.11E+10,4,さいたま市中央区,大戸三丁目,0,,,531,173,135,100,102,21,1256,2.36535
1.11E+10,4,さいたま市中央区,大戸四丁目,0,,,780,276,199,152,119,29,1782,2.28462
1.11E+10,4,さいたま市中央区,大戸五丁目,0,,,1052,481,249,147,137,32,2167,2.05989
1.11E+10,4,さいたま市中央区,大戸六丁目,0,,,674,304,168,101,79,21,1370,2.03264
111050100,3,さいたま市中央区,八王子,0,,,2234,590,760,445,334,79,5346,2.39302
